poi_id,input_checkins,output_interactions,output_views,output_transactions,output_reviews,input_unique_users,output_unique_users,interaction_diff,user_diff
POI-ID-d66c1fa5,5,5,4,1,0,4,4,0,0
POI-ID-4eba1ba3,1,1,1,0,0,1,1,0,0
POI-ID-25b2e57c,16,16,11,3,2,6,6,0,0
POI-ID-82092114,7,7,5,1,1,4,4,0,0
POI-ID-45e65e63,12,12,9,2,1,8,8,0,0
POI-ID-85620e69,2,2,1,1,0,1,1,0,0
POI-ID-25dda601,5,5,3,1,1,1,1,0,0
POI-ID-2483b679,3,3,3,0,0,3,3,0,0
POI-ID-bbd5ecb2,10,10,6,2,2,3,3,0,0
POI-ID-fb4db52b,1,1,1,0,0,1,1,0,0
POI-ID-a59a08a1,1,1,1,0,0,1,1,0,0
POI-ID-1f92fca5,8,8,6,1,1,4,4,0,0
POI-ID-bb5c4ebb,2,2,1,1,0,1,1,0,0
POI-ID-57b90fd1,2,2,2,0,0,2,2,0,0
POI-ID-4995c9f5,16,16,12,3,1,10,10,0,0
POI-ID-ba349e17,2,2,2,0,0,2,2,0,0
POI-ID-8e8f14e3,1,1,1,0,0,1,1,0,0
POI-ID-d230b494,3,3,2,1,0,2,2,0,0
POI-ID-24058cb0,10,10,7,2,1,7,7,0,0
POI-ID-ed834464,26,26,19,4,3,12,12,0,0
POI-ID-a7485865,1,1,1,0,0,1,1,0,0
POI-ID-91796588,1,1,1,0,0,1,1,0,0
POI-ID-3d70e528,5,5,3,1,1,3,3,0,0
POI-ID-6885aabe,5,5,3,1,1,2,2,0,0
POI-ID-6c4074b1,4,4,3,1,0,3,3,0,0
POI-ID-e1d52860,1,1,1,0,0,1,1,0,0
POI-ID-3e238164,6,6,4,1,1,3,3,0,0
POI-ID-fed6a5b6,1,1,1,0,0,1,1,0,0
POI-ID-7872120d,3,3,3,0,0,3,3,0,0
POI-ID-ccd5bef0,4,4,2,1,1,1,1,0,0
POI-ID-443f1ede,2,2,1,1,0,1,1,0,0
POI-ID-ed17b32c,1,1,1,0,0,1,1,0,0
POI-ID-3ccce084,3,3,3,0,0,3,3,0,0
POI-ID-9ed48763,3,3,3,0,0,3,3,0,0
POI-ID-7b97e015,2,2,2,0,0,2,2,0,0
POI-ID-1bc88f7f,1,1,1,0,0,1,1,0,0
POI-ID-55db10d9,27,27,17,6,4,16,16,0,0
POI-ID-8125dc52,1,1,1,0,0,1,1,0,0
POI-ID-689db93e,7,7,4,2,1,3,3,0,0
POI-ID-9c2422a1,1,1,1,0,0,1,1,0,0
POI-ID-4ac21dd9,7,7,5,2,0,5,5,0,0
POI-ID-8de0fcb4,1,1,1,0,0,1,1,0,0
POI-ID-79e5ea5c,1,1,1,0,0,1,1,0,0
POI-ID-0b1e8ad7,34,34,22,8,4,6,6,0,0
POI-ID-511e6145,1,1,1,0,0,1,1,0,0
POI-ID-dee74a11,1,1,1,0,0,1,1,0,0
POI-ID-88e17e48,1,1,1,0,0,1,1,0,0
POI-ID-647c4297,1,1,1,0,0,1,1,0,0
POI-ID-839eee92,7,7,4,2,1,4,4,0,0
POI-ID-2f106c54,1,1,1,0,0,1,1,0,0
POI-ID-e106dc9b,3,3,3,0,0,3,3,0,0
POI-ID-4e88ac52,2,2,2,0,0,2,2,0,0
POI-ID-1c95d1ac,1,1,1,0,0,1,1,0,0
POI-ID-2edaa001,2,2,2,0,0,2,2,0,0
POI-ID-8bc3b9a7,1,1,1,0,0,1,1,0,0
POI-ID-45bc7981,1,1,1,0,0,1,1,0,0
POI-ID-bdc9b360,11,11,8,1,2,6,6,0,0
POI-ID-82c2ee18,2,2,1,1,0,1,1,0,0
POI-ID-3c9feeed,11,11,10,1,0,11,11,0,0
POI-ID-9a7c95a3,1,1,1,0,0,1,1,0,0
POI-ID-51a95a62,4,4,4,0,0,4,4,0,0
POI-ID-4f4cceaa,12,12,7,4,1,2,2,0,0
POI-ID-7cb6f51f,3,3,1,1,1,1,1,0,0
POI-ID-e5f1d69c,3,3,3,0,0,3,3,0,0
POI-ID-ffa9fc6c,1,1,1,0,0,1,1,0,0
POI-ID-9127c416,2,2,2,0,0,2,2,0,0
POI-ID-3ce60f05,6,6,5,1,0,5,5,0,0
POI-ID-22e6de52,1,1,1,0,0,1,1,0,0
POI-ID-bd94f574,4,4,2,1,1,2,2,0,0
POI-ID-625e655e,2,2,2,0,0,2,2,0,0
POI-ID-aacc5f1b,3,3,2,1,0,2,2,0,0
POI-ID-4b605597,9,9,5,2,2,1,1,0,0
POI-ID-4abaf474,9,9,8,1,0,8,8,0,0
POI-ID-1b4b2ac4,4,4,2,1,1,1,1,0,0
POI-ID-43ccf1f3,2,2,2,0,0,2,2,0,0
POI-ID-835a819e,1,1,1,0,0,1,1,0,0
POI-ID-a7738802,11,11,9,1,1,9,9,0,0
POI-ID-6227e0a5,7,7,6,1,0,6,6,0,0
POI-ID-e540fce1,1,1,1,0,0,1,1,0,0
POI-ID-3318af5b,2,2,2,0,0,2,2,0,0
POI-ID-09df1ccf,4,4,4,0,0,4,4,0,0
POI-ID-6d70ba21,1,1,1,0,0,1,1,0,0
POI-ID-add2176a,28,28,16,8,4,1,1,0,0
POI-ID-5713b7b9,1,1,1,0,0,1,1,0,0
POI-ID-df7e332e,10,10,7,2,1,5,5,0,0
POI-ID-6d40df14,1,1,1,0,0,1,1,0,0
POI-ID-97574474,1,1,1,0,0,1,1,0,0
POI-ID-59838dd7,6,6,2,2,2,2,2,0,0
POI-ID-74b09a42,16,16,13,2,1,11,11,0,0
POI-ID-3a3601dd,2,2,1,1,0,1,1,0,0
POI-ID-dd11ff63,8,8,4,2,2,2,2,0,0
POI-ID-28313500,14,14,13,1,0,13,13,0,0
POI-ID-793e6101,4,4,3,1,0,3,3,0,0
POI-ID-63c83c95,5,5,4,1,0,5,5,0,0
POI-ID-1e443c99,2,2,2,0,0,2,2,0,0
POI-ID-86cc3f63,2,2,2,0,0,2,2,0,0
POI-ID-99118be2,4,4,4,0,0,4,4,0,0
POI-ID-879d25fc,3,3,3,0,0,3,3,0,0
POI-ID-d0e34c92,3,3,3,0,0,3,3,0,0
POI-ID-95bc47c1,1,1,1,0,0,1,1,0,0
POI-ID-51444900,4,4,4,0,0,4,4,0,0
POI-ID-f93d2440,1,1,1,0,0,1,1,0,0
POI-ID-09025d22,9,9,9,0,0,9,9,0,0
POI-ID-51f99efb,2,2,2,0,0,2,2,0,0
POI-ID-3130140e,16,16,9,4,3,1,1,0,0
POI-ID-f23e36fb,1,1,1,0,0,1,1,0,0
POI-ID-e1e7ed80,1,1,1,0,0,1,1,0,0
POI-ID-bf0fed63,6,6,3,1,2,1,1,0,0
POI-ID-53fd07ac,6,6,3,1,2,1,1,0,0
POI-ID-a69c7505,2,2,2,0,0,2,2,0,0
POI-ID-117c4483,6,6,3,1,2,1,1,0,0
POI-ID-74c23fc7,1,1,1,0,0,1,1,0,0
POI-ID-448e36c1,2,2,1,1,0,1,1,0,0
POI-ID-77ceb19d,12,12,9,2,1,7,7,0,0
POI-ID-e0da955b,1,1,1,0,0,1,1,0,0
POI-ID-2325e299,31,31,24,5,2,22,22,0,0
POI-ID-4474636d,2,2,2,0,0,2,2,0,0
POI-ID-f3410bee,2,2,2,0,0,2,2,0,0
POI-ID-6b230f45,1,1,1,0,0,1,1,0,0
POI-ID-caae9649,6,6,5,1,0,5,5,0,0
POI-ID-0364159a,2,2,1,1,0,1,1,0,0
POI-ID-4f404d6a,2,2,2,0,0,2,2,0,0
POI-ID-0772427e,1,1,1,0,0,1,1,0,0
POI-ID-6ab0bc92,1,1,1,0,0,1,1,0,0
POI-ID-de954af9,2,2,1,1,0,1,1,0,0
POI-ID-cdfdd05e,1,1,1,0,0,1,1,0,0
POI-ID-4f869161,1,1,1,0,0,1,1,0,0
POI-ID-f2c1625e,1,1,1,0,0,1,1,0,0
POI-ID-8de1b762,4,4,4,0,0,4,4,0,0
POI-ID-4686c419,1,1,1,0,0,1,1,0,0
POI-ID-984b0a82,10,10,5,3,2,4,4,0,0
POI-ID-80ce515e,2,2,2,0,0,2,2,0,0
POI-ID-24badbfd,1,1,1,0,0,1,1,0,0
POI-ID-57d59376,3,3,3,0,0,3,3,0,0
POI-ID-1b0e8437,2,2,2,0,0,2,2,0,0
POI-ID-6001ad87,7,7,4,2,1,6,6,0,0
POI-ID-04b3431b,1,1,1,0,0,1,1,0,0
POI-ID-6d2ac3b9,13,13,8,3,2,3,3,0,0
POI-ID-0cb4dc9e,1,1,1,0,0,1,1,0,0
POI-ID-1c773af5,1,1,1,0,0,1,1,0,0
POI-ID-6642dbc4,4,4,3,1,0,3,3,0,0
POI-ID-047b4d02,2,2,2,0,0,2,2,0,0
POI-ID-8c49539b,2,2,1,1,0,1,1,0,0
POI-ID-e365debc,2,2,2,0,0,2,2,0,0
POI-ID-ae1177ab,4,4,4,0,0,4,4,0,0
POI-ID-b84bdfd0,13,13,11,2,0,11,11,0,0
POI-ID-9d0c7771,10,10,8,2,0,8,8,0,0
POI-ID-deb59cbd,1,1,1,0,0,1,1,0,0
POI-ID-2bbeafac,1,1,1,0,0,1,1,0,0
POI-ID-115b0abe,1,1,1,0,0,1,1,0,0
POI-ID-e7aa08c8,10,10,6,2,2,2,2,0,0
POI-ID-94f7b5a4,2,2,2,0,0,2,2,0,0
POI-ID-4749a7a2,4,4,3,1,0,3,3,0,0
POI-ID-f77f7b06,1,1,1,0,0,1,1,0,0
POI-ID-5c780be2,14,14,9,3,2,4,4,0,0
POI-ID-05976bd1,5,5,3,1,1,2,2,0,0
POI-ID-89a8454e,1,1,1,0,0,1,1,0,0
POI-ID-889b7607,2,2,2,0,0,2,2,0,0
POI-ID-f889ce2a,1,1,1,0,0,1,1,0,0
POI-ID-9c2a33f2,2,2,2,0,0,2,2,0,0
POI-ID-456cead7,2,2,2,0,0,2,2,0,0
POI-ID-69243964,1,1,1,0,0,1,1,0,0
POI-ID-ad64eaf6,1,1,1,0,0,1,1,0,0
POI-ID-4d471401,9,9,6,2,1,6,6,0,0
POI-ID-2a1253a6,1,1,1,0,0,1,1,0,0
POI-ID-51fc9be8,7,7,7,0,0,7,7,0,0
POI-ID-90082e6d,1,1,1,0,0,1,1,0,0
POI-ID-dcf2707c,5,5,3,1,1,2,2,0,0
POI-ID-ea35fde4,1,1,1,0,0,1,1,0,0
POI-ID-e24659fb,1,1,1,0,0,1,1,0,0
POI-ID-fcdeaaf7,3,3,2,1,0,2,2,0,0
POI-ID-53e4277b,5,5,4,1,0,4,4,0,0
POI-ID-00b91894,2,2,1,1,0,1,1,0,0
POI-ID-0e02ad3b,7,7,6,1,0,6,6,0,0
POI-ID-084caf3b,1,1,1,0,0,1,1,0,0
POI-ID-538d7800,2,2,2,0,0,2,2,0,0
POI-ID-e9efcbc3,1,1,1,0,0,1,1,0,0
POI-ID-055d6a6a,2,2,2,0,0,2,2,0,0
POI-ID-f4ad8415,2,2,1,1,0,1,1,0,0
POI-ID-8829aeb4,1,1,1,0,0,1,1,0,0
POI-ID-535f0ad0,3,3,2,1,0,2,2,0,0
POI-ID-72df7c89,1,1,1,0,0,1,1,0,0
POI-ID-e9bf32fe,4,4,4,0,0,4,4,0,0
POI-ID-500694a8,2,2,2,0,0,2,2,0,0
POI-ID-5b75a6e5,1,1,1,0,0,1,1,0,0
POI-ID-c6cfd95c,1,1,1,0,0,1,1,0,0
POI-ID-354a1750,11,11,10,1,0,10,10,0,0
POI-ID-dfe2d84d,2,2,2,0,0,2,2,0,0
POI-ID-442a4ce0,6,6,6,0,0,6,6,0,0
POI-ID-592a2fbd,8,8,7,1,0,7,7,0,0
POI-ID-68fbec1a,2,2,2,0,0,2,2,0,0
POI-ID-707cef16,4,4,4,0,0,4,4,0,0
POI-ID-bd6a5329,4,4,4,0,0,4,4,0,0
POI-ID-d6eaca3e,10,10,6,2,2,3,3,0,0
POI-ID-e77fdf9c,7,7,5,1,1,6,6,0,0
POI-ID-6feae96c,2,2,2,0,0,2,2,0,0
POI-ID-fba9029e,1,1,1,0,0,1,1,0,0
POI-ID-9eb07db9,1,1,1,0,0,1,1,0,0
POI-ID-124e83ba,40,40,24,11,5,3,3,0,0
POI-ID-1e63ac07,1,1,1,0,0,1,1,0,0
POI-ID-d7e43e28,5,5,3,2,0,3,3,0,0
POI-ID-93eaeb97,9,9,9,0,0,9,9,0,0
POI-ID-aa5ca41a,1,1,1,0,0,1,1,0,0
POI-ID-dd1dce88,53,53,35,11,7,27,27,0,0
POI-ID-9b7f49d9,11,11,10,1,0,10,10,0,0
POI-ID-5bb90c86,1,1,1,0,0,1,1,0,0
POI-ID-30cad582,1,1,1,0,0,1,1,0,0
POI-ID-0be86cb1,3,3,1,1,1,1,1,0,0
POI-ID-ea5f4283,3,3,3,0,0,3,3,0,0
POI-ID-a7e5791f,1,1,1,0,0,1,1,0,0
POI-ID-de46ab3e,2,2,1,1,0,1,1,0,0
POI-ID-49ecfb77,6,6,4,1,1,4,4,0,0
POI-ID-473cd48d,3,3,2,1,0,2,2,0,0
POI-ID-293b052e,1,1,1,0,0,1,1,0,0
POI-ID-f873212a,4,4,4,0,0,4,4,0,0
POI-ID-dd0b6487,1,1,1,0,0,1,1,0,0
POI-ID-caebb275,19,19,10,6,3,5,5,0,0
POI-ID-06bac328,4,4,4,0,0,4,4,0,0
POI-ID-60d21088,4,4,3,1,0,3,3,0,0
POI-ID-d292b9b2,1,1,1,0,0,1,1,0,0
POI-ID-c975cad2,1,1,1,0,0,1,1,0,0
POI-ID-429c7519,2,2,1,1,0,1,1,0,0
POI-ID-7cf2cc52,7,7,5,2,0,5,5,0,0
POI-ID-2b7dc4dd,3,3,2,1,0,2,2,0,0
POI-ID-41e808b9,2,2,2,0,0,2,2,0,0
POI-ID-3c084960,8,8,6,1,1,5,5,0,0
POI-ID-c8f23f74,2,2,2,0,0,2,2,0,0
POI-ID-2b40d3f0,1,1,1,0,0,1,1,0,0
POI-ID-e8079866,9,9,7,1,1,6,6,0,0
POI-ID-75726f1a,7,7,7,0,0,7,7,0,0
POI-ID-547e1b0e,4,4,4,0,0,4,4,0,0
POI-ID-6c261649,1,1,1,0,0,1,1,0,0
POI-ID-c6c1537f,7,7,6,1,0,6,6,0,0
POI-ID-126970ae,5,5,4,1,0,4,4,0,0
POI-ID-19507821,1,1,1,0,0,1,1,0,0
POI-ID-2efcab6c,1,1,1,0,0,1,1,0,0
POI-ID-f82c549a,3,3,3,0,0,3,3,0,0
POI-ID-de49ddae,1,1,1,0,0,1,1,0,0
POI-ID-e4134c89,1,1,1,0,0,1,1,0,0
POI-ID-f7a374d1,1,1,1,0,0,1,1,0,0
POI-ID-3f6afac0,1,1,1,0,0,1,1,0,0
POI-ID-1e10e7ff,1,1,1,0,0,1,1,0,0
POI-ID-626afbe1,1,1,1,0,0,1,1,0,0
POI-ID-88410c5b,4,4,3,1,0,3,3,0,0
POI-ID-1aa99a89,1,1,1,0,0,1,1,0,0
POI-ID-304f5195,4,4,3,0,1,4,4,0,0
POI-ID-924b3b53,2,2,2,0,0,2,2,0,0
POI-ID-2399a9f2,1,1,1,0,0,1,1,0,0
POI-ID-611b7bae,1,1,1,0,0,1,1,0,0
POI-ID-6d496249,1,1,1,0,0,1,1,0,0
POI-ID-7ebf3a9c,3,3,3,0,0,3,3,0,0
POI-ID-63b765e2,7,7,6,1,0,6,6,0,0
POI-ID-2aa9eed9,4,4,4,0,0,4,4,0,0
POI-ID-769f5f04,1,1,1,0,0,1,1,0,0
POI-ID-6d38370c,3,3,3,0,0,3,3,0,0
POI-ID-a7596eb4,15,15,15,0,0,15,15,0,0
POI-ID-a2902dcb,2,2,2,0,0,2,2,0,0
POI-ID-15711e19,2,2,2,0,0,2,2,0,0
POI-ID-085d2d62,2,2,2,0,0,2,2,0,0
POI-ID-e8974ea2,1,1,1,0,0,1,1,0,0
POI-ID-b44c1cdd,1,1,1,0,0,1,1,0,0
POI-ID-8ac5d3e5,1,1,1,0,0,1,1,0,0
POI-ID-468c3038,4,4,2,1,1,2,2,0,0
POI-ID-de7397cf,4,4,3,1,0,4,4,0,0
POI-ID-20a0b717,1,1,1,0,0,1,1,0,0
POI-ID-44d9ea52,15,15,13,2,0,13,13,0,0
POI-ID-27cd9735,2,2,2,0,0,2,2,0,0
POI-ID-067ec93d,6,6,5,1,0,5,5,0,0
POI-ID-e0dab92c,1,1,1,0,0,1,1,0,0
POI-ID-38280b01,3,3,2,1,0,2,2,0,0
POI-ID-3cc9dcd6,1,1,1,0,0,1,1,0,0
POI-ID-9f3cd970,12,12,9,3,0,9,9,0,0
POI-ID-15cb8973,1,1,1,0,0,1,1,0,0
POI-ID-ec0ce927,5,5,5,0,0,5,5,0,0
POI-ID-9961f75b,1,1,1,0,0,1,1,0,0
POI-ID-f1182bb9,2,2,2,0,0,2,2,0,0
POI-ID-cd8b61c4,2,2,2,0,0,2,2,0,0
POI-ID-edba1105,6,6,6,0,0,6,6,0,0
POI-ID-a4b8bfec,12,12,12,0,0,12,12,0,0
POI-ID-1f84408b,2,2,2,0,0,2,2,0,0
POI-ID-408dcfaa,10,10,10,0,0,10,10,0,0
POI-ID-efa63041,8,8,7,1,0,7,7,0,0
POI-ID-c648fc19,1,1,1,0,0,1,1,0,0
POI-ID-10ae8143,1,1,1,0,0,1,1,0,0
POI-ID-59487e70,2,2,1,1,0,1,1,0,0
POI-ID-e2fe6492,4,4,3,1,0,3,3,0,0
POI-ID-2f08ebfd,1,1,1,0,0,1,1,0,0
POI-ID-261a58db,3,3,3,0,0,3,3,0,0
POI-ID-bac45b14,1,1,1,0,0,1,1,0,0
POI-ID-b12b4eb7,1,1,1,0,0,1,1,0,0
POI-ID-65e00b53,1,1,1,0,0,1,1,0,0
POI-ID-233b1e48,2,2,2,0,0,2,2,0,0
POI-ID-24963602,1,1,1,0,0,1,1,0,0
POI-ID-296623d1,1,1,1,0,0,1,1,0,0
POI-ID-bfbf1a80,4,4,4,0,0,4,4,0,0
POI-ID-0bf4dfd5,1,1,1,0,0,1,1,0,0
POI-ID-46d63830,1,1,1,0,0,1,1,0,0
POI-ID-dbe6f10d,2,2,1,1,0,1,1,0,0
POI-ID-59dce1b5,1,1,1,0,0,1,1,0,0
POI-ID-f61ffc06,6,6,5,1,0,6,6,0,0
POI-ID-641e0a28,5,5,5,0,0,5,5,0,0
POI-ID-2858ad02,5,5,5,0,0,5,5,0,0
POI-ID-a66feb1c,1,1,1,0,0,1,1,0,0
POI-ID-c0610c32,1,1,1,0,0,1,1,0,0
POI-ID-67c2d907,1,1,1,0,0,1,1,0,0
POI-ID-944cb35e,2,2,2,0,0,2,2,0,0
POI-ID-416919f8,3,3,3,0,0,3,3,0,0
POI-ID-4aaffc64,2,2,2,0,0,2,2,0,0
POI-ID-d9e8a89d,1,1,1,0,0,1,1,0,0
POI-ID-c12b6b35,7,7,7,0,0,7,7,0,0
POI-ID-b328463c,1,1,1,0,0,1,1,0,0
POI-ID-4b1e7cc8,3,3,3,0,0,3,3,0,0
POI-ID-89262ad3,1,1,1,0,0,1,1,0,0
POI-ID-0d4260ea,1,1,1,0,0,1,1,0,0
POI-ID-8af8b79e,1,1,1,0,0,1,1,0,0
POI-ID-23fef109,1,1,1,0,0,1,1,0,0
POI-ID-cba292db,1,1,1,0,0,1,1,0,0
POI-ID-be2458ff,2,2,2,0,0,2,2,0,0
POI-ID-80a82a8f,2,2,1,1,0,2,2,0,0
POI-ID-1ca075c2,1,1,1,0,0,1,1,0,0
POI-ID-29a6a911,1,1,1,0,0,1,1,0,0
POI-ID-d9839591,6,6,5,1,0,5,5,0,0
POI-ID-1757473d,1,1,1,0,0,1,1,0,0
POI-ID-e64a1f51,3,3,3,0,0,3,3,0,0
POI-ID-6d785506,1,1,1,0,0,1,1,0,0
POI-ID-a68f84e7,3,3,3,0,0,3,3,0,0
POI-ID-b3513928,1,1,1,0,0,1,1,0,0
POI-ID-ae3de9c4,1,1,1,0,0,1,1,0,0
POI-ID-78b9ad08,3,3,3,0,0,3,3,0,0
POI-ID-295f6373,8,8,7,1,0,8,8,0,0
POI-ID-59f274ec,1,1,1,0,0,1,1,0,0
POI-ID-5b18f684,3,3,2,1,0,2,2,0,0
POI-ID-848d7b64,1,1,1,0,0,1,1,0,0
POI-ID-0f773311,2,2,2,0,0,2,2,0,0
POI-ID-82a39a2d,1,1,1,0,0,1,1,0,0
POI-ID-7a5e521e,5,5,3,2,0,3,3,0,0
POI-ID-b36e280a,3,3,3,0,0,3,3,0,0
POI-ID-ffe5ce30,6,6,4,1,1,4,4,0,0
POI-ID-d17146bb,4,4,2,2,0,2,2,0,0
POI-ID-c7c5b68a,12,12,12,0,0,12,12,0,0
POI-ID-a9db36af,1,1,1,0,0,1,1,0,0
POI-ID-2a01cc98,1,1,1,0,0,1,1,0,0
POI-ID-8a703f5c,1,1,1,0,0,1,1,0,0
POI-ID-b6c5394e,1,1,1,0,0,1,1,0,0
POI-ID-ab109e14,11,11,9,2,0,9,9,0,0
POI-ID-30a9302a,2,2,2,0,0,2,2,0,0
POI-ID-a7d935b0,7,7,5,2,0,5,5,0,0
POI-ID-2358d73a,2,2,2,0,0,2,2,0,0
POI-ID-280e200f,5,5,4,1,0,4,4,0,0
POI-ID-6da8a5a6,1,1,1,0,0,1,1,0,0
POI-ID-84c8e2b5,40,40,25,10,5,14,14,0,0
POI-ID-bb9dfa85,8,8,5,3,0,5,5,0,0
POI-ID-83620f2c,2,2,1,1,0,1,1,0,0
POI-ID-1085443a,2,2,2,0,0,2,2,0,0
POI-ID-b7d2ba56,4,4,4,0,0,4,4,0,0
POI-ID-9246b9f8,1,1,1,0,0,1,1,0,0
POI-ID-89d0ec10,1,1,1,0,0,1,1,0,0
POI-ID-d109b197,3,3,3,0,0,3,3,0,0
POI-ID-99929fe1,3,3,3,0,0,3,3,0,0
POI-ID-e02b22ea,1,1,1,0,0,1,1,0,0
POI-ID-daa0d22f,1,1,1,0,0,1,1,0,0
POI-ID-4467f50b,13,13,10,3,0,11,11,0,0
POI-ID-40d6e428,4,4,3,1,0,3,3,0,0
POI-ID-a2729a3b,8,8,6,1,1,6,6,0,0
POI-ID-9dfa485c,1,1,1,0,0,1,1,0,0
POI-ID-ba026206,21,21,14,4,3,11,11,0,0
POI-ID-52fd9032,4,4,4,0,0,4,4,0,0
POI-ID-263c0ea7,4,4,3,1,0,3,3,0,0
POI-ID-7959ba1b,2,2,2,0,0,2,2,0,0
POI-ID-cbd47ec5,11,11,8,3,0,8,8,0,0
POI-ID-3b036beb,2,2,2,0,0,2,2,0,0
POI-ID-9ce61682,2,2,2,0,0,2,2,0,0
POI-ID-ef8add30,2,2,2,0,0,2,2,0,0
POI-ID-a10af448,2,2,2,0,0,2,2,0,0
POI-ID-fcff01f0,1,1,1,0,0,1,1,0,0
POI-ID-4f4d6960,1,1,1,0,0,1,1,0,0
POI-ID-c49bb51d,1,1,1,0,0,1,1,0,0
POI-ID-dd056d68,17,17,16,1,0,16,16,0,0
POI-ID-56db6fdd,1,1,1,0,0,1,1,0,0
POI-ID-42559150,11,11,9,2,0,10,10,0,0
POI-ID-59a102c9,1,1,1,0,0,1,1,0,0
POI-ID-a59dfbbb,6,6,4,1,1,2,2,0,0
POI-ID-956bc29b,8,8,7,1,0,7,7,0,0
POI-ID-986278d4,3,3,3,0,0,3,3,0,0
POI-ID-f09fd2b7,2,2,2,0,0,2,2,0,0
POI-ID-6efbb44c,1,1,1,0,0,1,1,0,0
POI-ID-03372fdf,4,4,4,0,0,4,4,0,0
POI-ID-9f1f81c5,3,3,3,0,0,3,3,0,0
POI-ID-a1145fa9,1,1,1,0,0,1,1,0,0
POI-ID-b5e5a0d4,2,2,1,1,0,1,1,0,0
POI-ID-42c05981,1,1,1,0,0,1,1,0,0
POI-ID-96534b71,2,2,2,0,0,2,2,0,0
POI-ID-3a822463,5,5,3,1,1,3,3,0,0
POI-ID-df65398b,1,1,1,0,0,1,1,0,0
POI-ID-95c08dd2,7,7,5,1,1,4,4,0,0
POI-ID-833e77e5,40,40,23,11,6,9,9,0,0
POI-ID-1e69d391,31,31,26,4,1,26,26,0,0
POI-ID-3dee956c,3,3,3,0,0,3,3,0,0
POI-ID-eb31bf5a,18,18,12,4,2,8,8,0,0
POI-ID-fe1d1e0e,1,1,1,0,0,1,1,0,0
POI-ID-6816f13b,8,8,8,0,0,8,8,0,0
POI-ID-3018cb01,1,1,1,0,0,1,1,0,0
POI-ID-559a3897,1,1,1,0,0,1,1,0,0
POI-ID-9e80387d,11,11,9,1,1,9,9,0,0
POI-ID-7f4bec1a,4,4,3,1,0,3,3,0,0
POI-ID-3be1522b,1,1,1,0,0,1,1,0,0
POI-ID-313c09e1,1,1,1,0,0,1,1,0,0
POI-ID-b310f904,4,4,4,0,0,4,4,0,0
POI-ID-a33b15b4,8,8,7,1,0,7,7,0,0
POI-ID-b61064a0,1,1,1,0,0,1,1,0,0
POI-ID-ee809f24,3,3,2,1,0,2,2,0,0
POI-ID-8da6666b,1,1,1,0,0,1,1,0,0
POI-ID-d42dd4bd,3,3,3,0,0,3,3,0,0
POI-ID-8dec1ef9,3,3,3,0,0,3,3,0,0
POI-ID-fd4c307b,1,1,1,0,0,1,1,0,0
POI-ID-cca787ec,4,4,2,1,1,2,2,0,0
POI-ID-82ab85b8,5,5,4,1,0,5,5,0,0
POI-ID-04850d8f,2,2,2,0,0,2,2,0,0
POI-ID-86c8ba57,1,1,1,0,0,1,1,0,0
POI-ID-18dabe9e,1,1,1,0,0,1,1,0,0
POI-ID-508c5623,2,2,2,0,0,2,2,0,0
POI-ID-0241556c,1,1,1,0,0,1,1,0,0
POI-ID-29377a7a,2,2,2,0,0,2,2,0,0
POI-ID-16e5ff89,2,2,2,0,0,2,2,0,0
POI-ID-fbbca9f6,1,1,1,0,0,1,1,0,0
POI-ID-7b91596d,2,2,2,0,0,2,2,0,0
POI-ID-e870d68c,2,2,2,0,0,2,2,0,0
POI-ID-92c109c4,5,5,3,1,1,2,2,0,0
POI-ID-dfd60e49,15,15,14,1,0,14,14,0,0
POI-ID-6ad8cb51,4,4,3,1,0,3,3,0,0
POI-ID-1575010e,1,1,1,0,0,1,1,0,0
POI-ID-61527731,3,3,2,1,0,2,2,0,0
POI-ID-cd8ae782,5,5,5,0,0,5,5,0,0
POI-ID-568eb8b7,3,3,3,0,0,3,3,0,0
POI-ID-2b3606cc,2,2,2,0,0,2,2,0,0
POI-ID-0dd55084,4,4,4,0,0,4,4,0,0
POI-ID-36bf7803,3,3,2,1,0,2,2,0,0
POI-ID-15d3dfae,8,8,8,0,0,8,8,0,0
POI-ID-2846e72e,1,1,1,0,0,1,1,0,0
POI-ID-81711fd1,21,21,12,6,3,2,2,0,0
POI-ID-8004d8b7,1,1,1,0,0,1,1,0,0
POI-ID-e5bfb1c0,9,9,5,2,2,5,5,0,0
POI-ID-204245a1,1,1,1,0,0,1,1,0,0
POI-ID-a0118b3e,1,1,1,0,0,1,1,0,0
POI-ID-82c1ed71,2,2,2,0,0,2,2,0,0
POI-ID-57445dc7,2,2,2,0,0,2,2,0,0
POI-ID-84d2461a,2,2,2,0,0,2,2,0,0
POI-ID-a8e35c95,1,1,1,0,0,1,1,0,0
POI-ID-2988c94a,1,1,1,0,0,1,1,0,0
POI-ID-3a4d4489,11,11,7,2,2,5,5,0,0
POI-ID-3b16f26c,5,5,4,1,0,4,4,0,0
POI-ID-646f7987,7,7,5,1,1,5,5,0,0
POI-ID-c515175b,1,1,1,0,0,1,1,0,0
POI-ID-37e06823,1,1,1,0,0,1,1,0,0
POI-ID-da13284d,8,8,6,1,1,4,4,0,0
POI-ID-a81129d8,4,4,4,0,0,4,4,0,0
POI-ID-04defc68,4,4,3,1,0,3,3,0,0
POI-ID-b23767d5,1,1,1,0,0,1,1,0,0
