user_id,input_checkins,output_interactions,output_views,output_transactions,output_reviews,input_unique_pois,output_unique_pois,interaction_diff,poi_diff
118938,19,19,17,1,1,19,19,0,0
71133,8,8,6,1,1,8,8,0,0
25808,18,18,15,2,1,17,17,0,0
18624,55,55,45,9,1,44,44,0,0
98121,61,61,52,8,1,52,52,0,0
54169,60,60,47,9,4,47,47,0,0
143888,32,32,26,5,1,26,26,0,0
264723,14,14,12,1,1,12,12,0,0
199614,24,24,21,2,1,23,23,0,0
186949,21,21,19,1,1,19,19,0,0
237665,15,15,13,1,1,15,15,0,0
170948,16,16,14,1,1,16,16,0,0
18473,37,37,24,8,5,11,11,0,0
146774,19,19,16,2,1,16,16,0,0
140900,26,26,20,4,2,19,19,0,0
232144,39,39,30,6,3,21,21,0,0
125605,9,9,7,1,1,9,9,0,0
156608,10,10,8,1,1,10,10,0,0
52761,68,68,45,15,8,29,29,0,0
110334,23,23,21,1,1,21,21,0,0
41001,5,5,3,1,1,5,5,0,0
95038,19,19,16,2,1,18,18,0,0
136131,23,23,20,2,1,22,22,0,0
73096,16,16,13,2,1,15,15,0,0
13764,26,26,20,5,1,20,20,0,0
12128,15,15,12,2,1,14,14,0,0
219410,59,59,44,10,5,39,39,0,0
160601,62,62,46,11,5,45,45,0,0
3154,31,31,23,6,2,22,22,0,0
128591,23,23,17,4,2,12,12,0,0
54180,20,20,17,2,1,19,19,0,0
249420,34,34,30,3,1,30,30,0,0
164571,40,40,34,5,1,33,33,0,0
134535,34,34,28,5,1,28,28,0,0
197056,35,35,32,2,1,31,31,0,0
199731,42,42,36,4,2,36,36,0,0
189330,51,51,39,8,4,39,39,0,0
61084,49,49,38,9,2,36,36,0,0
184543,39,39,36,2,1,38,38,0,0
99934,40,40,37,2,1,39,39,0,0
85219,32,32,21,8,3,19,19,0,0
6565,44,44,40,3,1,40,40,0,0
45037,16,16,13,2,1,15,15,0,0
26147,28,28,22,4,2,22,22,0,0
119723,15,15,13,1,1,11,11,0,0
182016,36,36,24,9,3,7,7,0,0
207010,15,15,13,1,1,13,13,0,0
150957,46,46,38,6,2,34,34,0,0
132949,15,15,11,3,1,9,9,0,0
101081,36,36,25,7,4,23,23,0,0
28298,42,42,32,5,5,26,26,0,0
118944,29,29,25,3,1,25,25,0,0
25812,125,125,83,25,17,52,52,0,0
63023,85,85,70,14,1,68,68,0,0
158687,15,15,11,2,2,7,7,0,0
94934,58,58,48,7,3,41,41,0,0
41759,38,38,26,8,4,22,22,0,0
1929,18,18,16,1,1,15,15,0,0
3361,54,54,40,10,4,36,36,0,0
98151,75,75,53,15,7,37,37,0,0
78848,60,60,43,13,4,37,37,0,0
68427,34,34,27,4,3,25,25,0,0
33780,22,22,18,2,2,18,18,0,0
182146,10,10,8,1,1,8,8,0,0
33443,27,27,21,4,2,21,21,0,0
36678,10,10,7,1,2,5,5,0,0
238886,50,50,44,5,1,44,44,0,0
16892,92,92,67,17,8,62,62,0,0
38921,45,45,35,7,3,26,26,0,0
54172,21,21,17,2,2,16,16,0,0
166728,10,10,7,2,1,9,9,0,0
154961,25,25,19,4,2,16,16,0,0
264807,39,39,32,5,2,32,32,0,0
98159,40,40,33,4,3,31,31,0,0
147570,54,54,42,9,3,40,40,0,0
112416,24,24,17,5,2,15,15,0,0
23880,21,21,18,2,1,20,20,0,0
54189,36,36,33,2,1,33,33,0,0
86092,29,29,26,2,1,26,26,0,0
245950,41,41,31,6,4,29,29,0,0
103323,13,13,10,2,1,10,10,0,0
59856,19,19,16,2,1,15,15,0,0
69808,26,26,22,3,1,22,22,0,0
231612,58,58,50,7,1,48,48,0,0
99188,16,16,13,2,1,15,15,0,0
170921,33,33,29,3,1,29,29,0,0
110310,16,16,13,2,1,15,15,0,0
199541,18,18,14,2,2,14,14,0,0
24525,64,64,52,8,4,50,50,0,0
3199,66,66,44,14,8,37,37,0,0
28084,77,77,55,12,10,44,44,0,0
13131,26,26,22,3,1,21,21,0,0
93283,15,15,13,1,1,15,15,0,0
105636,91,91,61,19,11,48,48,0,0
96152,28,28,22,5,1,22,22,0,0
49777,138,138,97,28,13,63,63,0,0
126674,16,16,12,3,1,12,12,0,0
175340,43,43,40,2,1,40,40,0,0
13358,180,180,122,39,19,68,68,0,0
245966,35,35,30,4,1,30,30,0,0
168629,32,32,30,1,1,30,30,0,0
245985,32,32,22,6,4,11,11,0,0
88752,34,34,28,4,2,28,28,0,0
130036,22,22,18,3,1,18,18,0,0
154215,10,10,8,1,1,8,8,0,0
151093,11,11,9,1,1,11,11,0,0
72423,25,25,22,2,1,20,20,0,0
134588,61,61,51,7,3,48,48,0,0
53224,9,9,7,1,1,7,7,0,0
61595,30,30,25,4,1,22,22,0,0
86929,26,26,23,2,1,25,25,0,0
263595,11,11,9,1,1,11,11,0,0
105225,24,24,16,5,3,13,13,0,0
25890,13,13,11,1,1,11,11,0,0
7669,15,15,12,2,1,14,14,0,0
196885,15,15,13,1,1,15,15,0,0
72427,40,40,32,5,3,30,30,0,0
100246,37,37,33,3,1,33,33,0,0
47227,50,50,45,4,1,45,45,0,0
77397,20,20,14,4,2,13,13,0,0
179870,38,38,25,10,3,8,8,0,0
45166,50,50,38,9,3,37,37,0,0
238927,13,13,10,2,1,12,12,0,0
106609,18,18,16,1,1,16,16,0,0
130068,42,42,32,6,4,27,27,0,0
229001,24,24,21,2,1,23,23,0,0
108021,54,54,44,6,4,38,38,0,0
109216,41,41,29,7,5,27,27,0,0
194504,31,31,24,6,1,24,24,0,0
25181,84,84,64,14,6,44,44,0,0
27877,19,19,17,1,1,17,17,0,0
44805,92,92,68,16,8,45,45,0,0
3855,142,142,82,37,23,31,31,0,0
13115,59,59,44,10,5,36,36,0,0
242495,28,28,25,2,1,25,25,0,0
175338,54,54,44,5,5,42,42,0,0
191904,33,33,30,2,1,30,30,0,0
202455,45,45,36,6,3,27,27,0,0
164768,45,45,42,2,1,42,42,0,0
123037,40,40,35,4,1,32,32,0,0
197116,24,24,21,2,1,23,23,0,0
170372,17,17,13,3,1,12,12,0,0
158592,28,28,22,3,3,20,20,0,0
63284,27,27,20,4,3,19,19,0,0
142535,15,15,12,2,1,9,9,0,0
14948,48,48,34,12,2,34,34,0,0
139145,30,30,19,6,5,10,10,0,0
37184,104,104,92,9,3,88,88,0,0
136174,36,36,28,6,2,26,26,0,0
88312,14,14,12,1,1,10,10,0,0
257124,38,38,28,7,3,21,21,0,0
35789,83,83,62,13,8,54,54,0,0
210546,23,23,19,3,1,18,18,0,0
8066,39,39,31,7,1,31,31,0,0
32345,17,17,13,2,2,9,9,0,0
22975,18,18,15,2,1,14,14,0,0
89690,35,35,28,5,2,28,28,0,0
13598,37,37,28,7,2,27,27,0,0
133023,20,20,16,3,1,15,15,0,0
205172,32,32,24,6,2,23,23,0,0
41779,33,33,20,8,5,15,15,0,0
96736,12,12,10,1,1,10,10,0,0
229026,31,31,25,4,2,24,24,0,0
166784,48,48,36,8,4,33,33,0,0
1326,17,17,14,2,1,16,16,0,0
133026,40,40,32,5,3,29,29,0,0
41160,19,19,14,4,1,14,14,0,0
207789,52,52,46,5,1,45,45,0,0
175370,42,42,27,8,7,18,18,0,0
2228,66,66,48,11,7,34,34,0,0
173192,26,26,18,6,2,18,18,0,0
245883,32,32,23,6,3,17,17,0,0
77196,35,35,24,7,4,20,20,0,0
26730,57,57,41,10,6,32,32,0,0
10521,56,56,48,6,2,48,48,0,0
72276,31,31,27,3,1,26,26,0,0
207522,38,38,31,5,2,28,28,0,0
238919,32,32,24,4,4,20,20,0,0
8025,32,32,30,1,1,30,30,0,0
184653,20,20,15,3,2,15,15,0,0
166789,28,28,23,4,1,23,23,0,0
58912,24,24,19,4,1,18,18,0,0
177649,22,22,18,2,2,16,16,0,0
166774,7,7,4,2,1,6,6,0,0
127189,15,15,13,1,1,15,15,0,0
253389,8,8,6,1,1,8,8,0,0
228279,7,7,4,2,1,6,6,0,0
246054,20,20,18,1,1,20,20,0,0
140869,13,13,10,2,1,12,12,0,0
134591,50,50,42,6,2,40,40,0,0
89652,20,20,18,1,1,18,18,0,0
46216,21,21,18,2,1,20,20,0,0
56325,51,51,39,6,6,32,32,0,0
100253,19,19,16,2,1,16,16,0,0
24045,112,112,73,26,13,46,46,0,0
38935,32,32,28,3,1,27,27,0,0
162687,9,9,7,1,1,6,6,0,0
52788,20,20,16,3,1,16,16,0,0
110258,14,14,11,2,1,13,13,0,0
202237,19,19,15,2,2,14,14,0,0
210759,12,12,8,2,2,8,8,0,0
16073,178,178,120,40,18,77,77,0,0
1304,281,281,198,55,28,150,150,0,0
22446,11,11,9,1,1,9,9,0,0
108010,15,15,11,2,2,11,11,0,0
232329,45,45,38,4,3,37,37,0,0
144227,25,25,23,1,1,23,23,0,0
957,148,148,104,28,16,83,83,0,0
63847,104,104,74,17,13,53,53,0,0
87863,47,47,39,5,3,35,35,0,0
97027,11,11,9,1,1,9,9,0,0
7087,42,42,34,7,1,34,34,0,0
241341,15,15,13,1,1,12,12,0,0
71167,54,54,41,10,3,37,37,0,0
202519,23,23,17,4,2,12,12,0,0
213607,17,17,14,2,1,16,16,0,0
194559,17,17,14,2,1,14,14,0,0
260918,10,10,8,1,1,10,10,0,0
122793,26,26,19,5,2,18,18,0,0
173219,23,23,17,5,1,17,17,0,0
249567,16,16,14,1,1,16,16,0,0
119018,61,61,47,10,4,39,39,0,0
207931,32,32,27,4,1,26,26,0,0
85251,51,51,37,9,5,35,35,0,0
12482,105,105,74,20,11,57,57,0,0
235656,35,35,31,3,1,29,29,0,0
264888,27,27,24,2,1,24,24,0,0
38081,12,12,9,2,1,11,11,0,0
207836,16,16,13,2,1,15,15,0,0
101306,39,39,31,5,3,30,30,0,0
207891,23,23,20,2,1,20,20,0,0
244732,19,19,16,2,1,16,16,0,0
50570,23,23,20,2,1,22,22,0,0
45950,16,16,13,2,1,13,13,0,0
129326,30,30,27,2,1,27,27,0,0
189223,21,21,17,2,2,15,15,0,0
166303,27,27,24,2,1,24,24,0,0
113936,65,65,51,9,5,46,46,0,0
253482,31,31,23,5,3,22,22,0,0
235078,12,12,10,1,1,12,12,0,0
56573,18,18,16,1,1,16,16,0,0
57107,33,33,29,3,1,29,29,0,0
213640,20,20,17,2,1,17,17,0,0
18277,71,71,51,14,6,34,34,0,0
149528,29,29,22,5,2,20,20,0,0
261005,33,33,28,4,1,27,27,0,0
265005,37,37,30,5,2,30,30,0,0
197208,64,64,51,9,4,49,49,0,0
202453,24,24,19,3,2,17,17,0,0
19914,16,16,14,1,1,16,16,0,0
70554,20,20,16,3,1,16,16,0,0
164832,70,70,56,8,6,52,52,0,0
60596,110,110,75,24,11,53,53,0,0
2504,30,30,24,5,1,24,24,0,0
213636,13,13,11,1,1,13,13,0,0
18633,49,49,36,9,4,32,32,0,0
204737,36,36,30,5,1,28,28,0,0
25014,21,21,18,2,1,18,18,0,0
83628,61,61,44,11,6,39,39,0,0
59514,15,15,12,2,1,11,11,0,0
14187,27,27,22,4,1,22,22,0,0
29748,57,57,45,9,3,43,43,0,0
18045,125,125,105,15,5,102,102,0,0
219530,47,47,35,9,3,35,35,0,0
202495,28,28,26,1,1,26,26,0,0
13269,34,34,32,1,1,32,32,0,0
6509,19,19,15,3,1,14,14,0,0
119033,25,25,21,3,1,20,20,0,0
127226,35,35,29,4,2,28,28,0,0
8876,15,15,13,1,1,13,13,0,0
235239,23,23,19,3,1,19,19,0,0
144270,29,29,21,5,3,18,18,0,0
197228,31,31,29,1,1,29,29,0,0
78157,91,91,67,17,7,46,46,0,0
85243,6,6,4,1,1,6,6,0,0
144278,63,63,56,4,3,54,54,0,0
61108,26,26,20,4,2,19,19,0,0
184445,13,13,11,1,1,11,11,0,0
33557,90,90,66,16,8,58,58,0,0
199577,23,23,21,1,1,23,23,0,0
213700,50,50,33,11,6,26,26,0,0
27216,13,13,11,1,1,13,13,0,0
17641,97,97,85,10,2,84,84,0,0
73878,26,26,23,2,1,23,23,0,0
87016,19,19,17,1,1,16,16,0,0
97189,8,8,5,2,1,7,7,0,0
210825,20,20,18,1,1,18,18,0,0
20072,15,15,13,1,1,13,13,0,0
202475,18,18,12,4,2,11,11,0,0
222806,46,46,39,5,2,37,37,0,0
23888,80,80,59,15,6,52,52,0,0
74605,26,26,18,5,3,15,15,0,0
60087,90,90,82,6,2,80,80,0,0
160757,34,34,31,2,1,31,31,0,0
182327,35,35,28,6,1,28,28,0,0
103458,29,29,26,2,1,26,26,0,0
38934,50,50,41,6,3,35,35,0,0
162738,31,31,25,3,3,21,21,0,0
171108,42,42,33,6,3,30,30,0,0
50643,26,26,19,6,1,19,19,0,0
151365,12,12,10,1,1,12,12,0,0
102422,42,42,35,6,1,34,34,0,0
55120,15,15,12,2,1,12,12,0,0
5948,147,147,106,29,12,90,90,0,0
71769,12,12,8,3,1,8,8,0,0
78162,40,40,27,10,3,22,22,0,0
210835,43,43,38,4,1,38,38,0,0
239089,21,21,18,2,1,20,20,0,0
7177,57,57,48,7,2,47,47,0,0
34305,58,58,44,8,6,37,37,0,0
130136,28,28,18,6,4,11,11,0,0
164870,40,40,34,5,1,32,32,0,0
202612,38,38,26,7,5,15,15,0,0
191885,36,36,24,9,3,14,14,0,0
96216,56,56,49,5,2,49,49,0,0
69904,82,82,63,13,6,56,56,0,0
166855,33,33,31,1,1,31,31,0,0
208037,47,47,42,4,1,42,42,0,0
249825,32,32,23,6,3,18,18,0,0
213509,8,8,6,1,1,8,8,0,0
116439,26,26,24,1,1,24,24,0,0
194637,19,19,15,2,2,13,13,0,0
144247,11,11,8,2,1,10,10,0,0
192026,34,34,30,3,1,30,30,0,0
2739,14,14,11,2,1,13,13,0,0
117718,9,9,6,2,1,8,8,0,0
10032,92,92,84,7,1,84,84,0,0
153267,10,10,7,2,1,6,6,0,0
81193,32,32,26,3,3,25,25,0,0
29467,16,16,14,1,1,14,14,0,0
86171,94,94,74,14,6,65,65,0,0
69290,100,100,80,16,4,77,77,0,0
95275,12,12,10,1,1,12,12,0,0
2862,231,231,159,47,25,121,121,0,0
14106,102,102,67,22,13,52,52,0,0
199279,17,17,15,1,1,17,17,0,0
110425,18,18,15,2,1,14,14,0,0
127220,20,20,17,2,1,17,17,0,0
156552,24,24,22,1,1,22,22,0,0
41798,109,109,88,16,5,88,88,0,0
202640,11,11,9,1,1,11,11,0,0
120395,35,35,25,7,3,19,19,0,0
184726,52,52,40,7,5,34,34,0,0
36129,26,26,21,4,1,21,21,0,0
49801,35,35,28,5,2,27,27,0,0
33298,46,46,35,8,3,32,32,0,0
93289,51,51,42,7,2,41,41,0,0
101275,27,27,24,2,1,24,24,0,0
55138,35,35,22,9,4,17,17,0,0
232448,15,15,10,3,2,9,9,0,0
75364,35,35,27,6,2,26,26,0,0
226045,34,34,26,7,1,23,23,0,0
90629,47,47,37,7,3,35,35,0,0
6909,69,69,46,14,9,37,37,0,0
187123,11,11,9,1,1,11,11,0,0
92394,23,23,19,3,1,18,18,0,0
245909,16,16,12,2,2,12,12,0,0
261186,31,31,24,5,2,23,23,0,0
226049,32,32,25,5,2,25,25,0,0
28914,30,30,24,5,1,22,22,0,0
9975,8,8,6,1,1,8,8,0,0
47812,20,20,18,1,1,20,20,0,0
192111,34,34,28,4,2,28,28,0,0
109286,27,27,21,4,2,20,20,0,0
106573,43,43,39,3,1,39,39,0,0
14680,21,21,18,2,1,18,18,0,0
67438,11,11,9,1,1,11,11,0,0
226016,9,9,6,2,1,8,8,0,0
90501,29,29,27,1,1,27,27,0,0
92407,28,28,25,2,1,24,24,0,0
72463,17,17,13,3,1,12,12,0,0
180049,11,11,8,2,1,10,10,0,0
208000,16,16,14,1,1,14,14,0,0
147728,14,14,12,1,1,12,12,0,0
164843,5,5,2,2,1,4,4,0,0
257357,41,41,33,6,2,28,28,0,0
92413,15,15,12,2,1,14,14,0,0
3559,33,33,26,5,2,24,24,0,0
87912,19,19,15,2,2,13,13,0,0
147717,24,24,21,2,1,23,23,0,0
1623,57,57,38,11,8,30,30,0,0
171109,24,24,21,2,1,23,23,0,0
77930,6,6,4,1,1,6,6,0,0
205344,20,20,16,3,1,11,11,0,0
155118,41,41,31,8,2,26,26,0,0
60490,42,42,34,7,1,34,34,0,0
242773,16,16,13,2,1,12,12,0,0
63277,31,31,29,1,1,29,29,0,0
205351,27,27,19,5,3,19,19,0,0
118798,10,10,8,1,1,10,10,0,0
44483,37,37,34,2,1,36,36,0,0
208110,61,61,37,14,10,25,25,0,0
114003,31,31,27,3,1,27,27,0,0
87051,21,21,15,3,3,13,13,0,0
83674,34,34,25,7,2,24,24,0,0
78111,9,9,6,2,1,8,8,0,0
74568,84,84,59,20,5,45,45,0,0
10968,10,10,8,1,1,8,8,0,0
3307,29,29,23,5,1,23,23,0,0
6624,15,15,12,2,1,14,14,0,0
53742,13,13,11,1,1,9,9,0,0
140950,18,18,14,3,1,12,12,0,0
117764,11,11,8,2,1,8,8,0,0
2978,132,132,96,28,8,85,85,0,0
182303,12,12,10,1,1,10,10,0,0
260729,18,18,16,1,1,16,16,0,0
162809,24,24,21,2,1,21,21,0,0
51349,30,30,24,4,2,22,22,0,0
125953,38,38,35,2,1,35,35,0,0
171186,98,98,61,27,10,8,8,0,0
79653,49,49,43,4,2,43,43,0,0
257358,37,37,28,7,2,28,28,0,0
32825,21,21,17,2,2,16,16,0,0
246052,10,10,7,2,1,9,9,0,0
90632,18,18,14,3,1,13,13,0,0
149620,34,34,28,4,2,26,26,0,0
149617,26,26,21,4,1,19,19,0,0
87925,5,5,2,2,1,4,4,0,0
205383,42,42,40,1,1,40,40,0,0
219805,13,13,8,3,2,6,6,0,0
7035,16,16,11,3,2,7,7,0,0
55151,100,100,66,22,12,57,57,0,0
169071,35,35,23,8,4,13,13,0,0
141066,47,47,34,7,6,28,28,0,0
94361,8,8,5,2,1,7,7,0,0
123153,39,39,35,3,1,35,35,0,0
253599,23,23,16,3,4,12,12,0,0
121753,31,31,23,4,4,22,22,0,0
162311,34,34,25,6,3,25,25,0,0
261274,44,44,36,6,2,34,34,0,0
232562,6,6,3,2,1,5,5,0,0
111371,14,14,11,2,1,10,10,0,0
153338,20,20,17,2,1,17,17,0,0
17397,36,36,27,6,3,24,24,0,0
2189,10,10,8,1,1,8,8,0,0
106936,71,71,56,11,4,51,51,0,0
153346,19,19,14,3,2,12,12,0,0
137920,52,52,48,3,1,48,48,0,0
250047,39,39,34,4,1,34,34,0,0
46639,100,100,70,21,9,43,43,0,0
9111,158,158,123,25,10,117,117,0,0
97286,41,41,28,10,3,25,25,0,0
253761,56,56,41,11,4,25,25,0,0
211016,22,22,16,4,2,11,11,0,0
147802,76,76,49,20,7,46,46,0,0
87944,82,82,59,14,9,47,47,0,0
77334,28,28,22,4,2,16,16,0,0
115263,41,41,36,2,3,33,33,0,0
71781,16,16,12,2,2,10,10,0,0
194150,24,24,20,2,2,20,20,0,0
222321,36,36,29,5,2,29,29,0,0
156937,60,60,45,11,4,45,45,0,0
257420,19,19,16,2,1,15,15,0,0
20856,27,27,24,2,1,22,22,0,0
222998,33,33,25,5,3,20,20,0,0
10486,34,34,25,5,4,25,25,0,0
82055,16,16,13,2,1,13,13,0,0
189683,31,31,27,3,1,27,27,0,0
232592,34,34,26,5,3,21,21,0,0
103495,53,53,48,4,1,46,46,0,0
245692,39,39,30,6,3,21,21,0,0
184880,34,34,27,6,1,27,27,0,0
82056,46,46,36,6,4,32,32,0,0
155178,75,75,67,7,1,67,67,0,0
84519,11,11,9,1,1,9,9,0,0
146087,18,18,15,2,1,15,15,0,0
192131,30,30,22,5,3,14,14,0,0
142749,38,38,30,6,2,28,28,0,0
289,62,62,44,10,8,38,38,0,0
153359,42,42,36,3,3,34,34,0,0
31672,122,122,88,23,11,54,54,0,0
18402,52,52,36,11,5,23,23,0,0
239290,18,18,16,1,1,16,16,0,0
76811,25,25,18,4,3,13,13,0,0
50623,112,112,82,20,10,63,63,0,0
67468,34,34,24,7,3,10,10,0,0
61138,61,61,46,10,5,43,43,0,0
173339,42,42,39,2,1,39,39,0,0
197408,27,27,15,7,5,7,7,0,0
89773,25,25,23,1,1,23,23,0,0
64513,98,98,88,7,3,86,86,0,0
114043,47,47,37,8,2,36,36,0,0
235954,44,44,34,5,5,30,30,0,0
117800,74,74,50,17,7,21,21,0,0
9581,25,25,19,4,2,19,19,0,0
105592,53,53,50,2,1,52,52,0,0
182492,10,10,7,2,1,9,9,0,0
142756,39,39,34,4,1,33,33,0,0
200021,18,18,15,2,1,15,15,0,0
30095,6,6,3,2,1,3,3,0,0
48638,22,22,14,5,3,13,13,0,0
208202,21,21,18,1,2,16,16,0,0
192119,34,34,23,7,4,18,18,0,0
133157,44,44,36,7,1,36,36,0,0
76783,31,31,28,2,1,30,30,0,0
192251,34,34,26,4,4,23,23,0,0
66214,11,11,9,1,1,11,11,0,0
132971,11,11,7,3,1,7,7,0,0
102439,83,83,56,18,9,26,26,0,0
165003,59,59,46,9,4,43,43,0,0
13869,96,96,70,16,10,50,50,0,0
47402,17,17,15,1,1,17,17,0,0
101414,42,42,36,5,1,35,35,0,0
15565,12,12,8,2,2,6,6,0,0
162892,42,42,26,12,4,5,5,0,0
194861,26,26,20,4,2,19,19,0,0
120093,27,27,23,3,1,23,23,0,0
142771,32,32,30,1,1,30,30,0,0
78184,49,49,42,5,2,42,42,0,0
6541,43,43,35,6,2,34,34,0,0
157041,39,39,33,4,2,32,32,0,0
111541,18,18,16,1,1,16,16,0,0
194869,43,43,34,6,3,31,31,0,0
31452,88,88,67,14,7,58,58,0,0
47826,15,15,12,2,1,14,14,0,0
158958,17,17,13,3,1,13,13,0,0
69328,48,48,38,9,1,38,38,0,0
12012,14,14,11,2,1,13,13,0,0
239386,13,13,10,2,1,10,10,0,0
27098,23,23,20,2,1,22,22,0,0
153382,19,19,14,4,1,14,14,0,0
36409,22,22,20,1,1,20,20,0,0
213980,29,29,24,4,1,24,24,0,0
19569,14,14,12,1,1,12,12,0,0
27066,12,12,10,1,1,10,10,0,0
123200,14,14,11,2,1,13,13,0,0
22458,106,106,79,20,7,55,55,0,0
87103,14,14,12,1,1,14,14,0,0
18164,14,14,12,1,1,14,14,0,0
158973,46,46,36,9,1,31,31,0,0
246546,63,63,41,15,7,16,16,0,0
213576,19,19,17,1,1,17,17,0,0
174836,15,15,12,2,1,14,14,0,0
25178,28,28,20,5,3,16,16,0,0
111406,33,33,28,4,1,27,27,0,0
205526,29,29,26,2,1,26,26,0,0
236076,29,29,20,4,5,16,16,0,0
229448,16,16,14,1,1,16,16,0,0
37802,33,33,24,5,4,21,21,0,0
246565,32,32,23,5,4,13,13,0,0
85338,6,6,4,1,1,6,6,0,0
34315,61,61,49,9,3,49,49,0,0
257654,28,28,24,3,1,24,24,0,0
109337,35,35,27,5,3,27,27,0,0
200194,52,52,37,9,6,31,31,0,0
226142,11,11,9,1,1,11,11,0,0
76820,48,48,41,4,3,39,39,0,0
180238,22,22,19,2,1,19,19,0,0
16460,125,125,87,22,16,74,74,0,0
104443,46,46,33,9,4,26,26,0,0
246617,40,40,32,5,3,29,29,0,0
171248,33,33,30,2,1,32,32,0,0
124620,67,67,49,13,5,45,45,0,0
42793,32,32,22,5,5,20,20,0,0
87991,27,27,22,3,2,20,20,0,0
149766,32,32,25,4,3,24,24,0,0
136436,61,61,46,11,4,44,44,0,0
134846,45,45,31,8,6,26,26,0,0
253993,41,41,39,1,1,39,39,0,0
48575,22,22,19,2,1,18,18,0,0
7667,16,16,14,1,1,16,16,0,0
296,249,249,209,32,8,206,206,0,0
205595,30,30,25,4,1,25,25,0,0
192172,30,30,21,6,3,15,15,0,0
53779,14,14,11,2,1,13,13,0,0
253985,5,5,3,1,1,5,5,0,0
164380,7,7,4,2,1,6,6,0,0
6791,75,75,56,12,7,49,49,0,0
178015,39,39,37,1,1,37,37,0,0
55191,76,76,49,20,7,19,19,0,0
96344,71,71,49,15,7,24,24,0,0
264306,17,17,12,3,2,9,9,0,0
104774,59,59,50,8,1,48,48,0,0
32841,10,10,7,2,1,9,9,0,0
37841,71,71,47,14,10,40,40,0,0
205567,6,6,3,2,1,2,2,0,0
22320,75,75,49,19,7,21,21,0,0
2371,212,212,145,42,25,120,120,0,0
1256,166,166,106,35,25,57,57,0,0
19579,27,27,24,2,1,24,24,0,0
28120,102,102,83,14,5,82,82,0,0
82921,52,52,39,9,4,32,32,0,0
111692,51,51,39,8,4,37,37,0,0
239480,15,15,12,2,1,12,12,0,0
66263,57,57,39,11,7,30,30,0,0
30163,53,53,37,9,7,36,36,0,0
100444,14,14,11,2,1,13,13,0,0
63938,58,58,38,13,7,33,33,0,0
169220,39,39,32,4,3,26,26,0,0
79003,78,78,56,15,7,48,48,0,0
121908,43,43,35,6,2,33,33,0,0
8253,23,23,21,1,1,21,21,0,0
57172,13,13,10,2,1,12,12,0,0
144520,32,32,30,1,1,30,30,0,0
97359,44,44,39,4,1,39,39,0,0
178074,14,14,11,2,1,13,13,0,0
239425,16,16,14,1,1,14,14,0,0
65679,31,31,20,7,4,14,14,0,0
19671,62,62,47,11,4,44,44,0,0
1164,112,112,69,26,17,41,41,0,0
265707,31,31,23,5,3,19,19,0,0
232929,39,39,31,6,2,26,26,0,0
123259,49,49,40,7,2,29,29,0,0
134879,9,9,5,3,1,5,5,0,0
149607,39,39,28,7,4,25,25,0,0
157048,62,62,49,8,5,49,49,0,0
220176,38,38,25,8,5,12,12,0,0
16550,142,142,98,30,14,62,62,0,0
55180,26,26,17,6,3,17,17,0,0
124671,20,20,14,3,3,11,11,0,0
49607,33,33,30,2,1,30,30,0,0
246778,34,34,25,8,1,25,25,0,0
29140,35,35,33,1,1,33,33,0,0
223095,37,37,31,4,2,28,28,0,0
213330,31,31,29,1,1,29,29,0,0
68106,25,25,22,2,1,22,22,0,0
31009,12,12,10,1,1,12,12,0,0
130318,7,7,4,2,1,6,6,0,0
108262,43,43,40,2,1,40,40,0,0
128959,50,50,45,4,1,45,45,0,0
116605,33,33,29,3,1,29,29,0,0
211221,19,19,14,3,2,13,13,0,0
236301,40,40,34,5,1,34,34,0,0
36723,76,76,56,16,4,46,46,0,0
114154,78,78,43,20,15,19,19,0,0
32621,49,49,40,6,3,40,40,0,0
112947,47,47,43,3,1,41,41,0,0
220219,35,35,28,5,2,24,24,0,0
225700,15,15,12,2,1,14,14,0,0
89865,33,33,24,6,3,24,24,0,0
6067,52,52,39,8,5,34,34,0,0
3349,95,95,66,18,11,45,45,0,0
38114,30,30,24,4,2,22,22,0,0
19441,72,72,56,13,3,53,53,0,0
41091,30,30,26,2,2,23,23,0,0
128968,46,46,34,8,4,28,28,0,0
160998,52,52,44,6,2,42,42,0,0
134902,32,32,23,7,2,17,17,0,0
76143,41,41,31,7,3,26,26,0,0
70022,15,15,13,1,1,13,13,0,0
16581,98,98,68,17,13,57,57,0,0
86191,10,10,8,1,1,10,10,0,0
32629,46,46,36,7,3,33,33,0,0
195117,39,39,30,4,5,26,26,0,0
43495,53,53,39,11,3,37,37,0,0
261248,10,10,7,2,1,9,9,0,0
195121,24,24,20,3,1,20,20,0,0
30794,32,32,24,7,1,24,24,0,0
56681,64,64,46,13,5,29,29,0,0
38133,105,105,75,19,11,65,65,0,0
257942,21,21,16,3,2,16,16,0,0
157242,36,36,33,2,1,33,33,0,0
246876,18,18,16,1,1,16,16,0,0
192258,61,61,45,10,6,34,34,0,0
90634,60,60,48,7,5,46,46,0,0
3524,29,29,18,6,5,15,15,0,0
205748,49,49,46,2,1,48,48,0,0
175856,18,18,14,2,2,12,12,0,0
90754,48,48,37,9,2,37,37,0,0
171433,38,38,33,4,1,31,31,0,0
128939,23,23,18,3,2,16,16,0,0
42177,31,31,26,3,2,22,22,0,0
82985,28,28,24,3,1,22,22,0,0
