user_id,cluster,dominant_poi_type,aux_poi_types
65506,0,Mall,Food Court;Fast Food Restaurant;Asian Restaurant;Bus Station;Fried Chicken Joint
91936,0,Mall,Fast Food Restaurant;Food Court;General Entertainment;Burger Joint;Chinese Restaurant
225447,0,Park,Subway;Mall;Flea Market;Hospital;Airport
156608,0,Mall,Bus Station;Bus Line;Subway;Church;Department Store
29903,2,Mall,Nightclub;Asian Restaurant;Chinese Restaurant;Multiplex;American Restaurant
222303,0,Mall,Flea Market;School;Government Building;Nightclub;Clothing Store
202129,0,Gym,Trade School;Food Court;Mall;Coffee Shop;Grocery Store
81882,0,Bus Station,College Cafeteria;Food Court;General College & University;Coffee Shop;Church
140757,0,Coffee Shop,Mall;Fast Food Restaurant;Food Court;Fried Chicken Joint;Ice Cream Shop
248637,0,Mall,Church;Food Court;Chinese Restaurant;General Entertainment;Burger Joint
186760,0,College Cafeteria,Mall;Subway;Train Station;Government Building;Seafood Restaurant
81821,0,Mall,Clothing Store;Flea Market;American Restaurant;Multiplex;General Entertainment
58552,0,Food Court,Mall;Chinese Restaurant;Coffee Shop;Asian Restaurant;Fast Food Restaurant
224795,0,Gym,Food Court;Asian Restaurant;Chinese Restaurant;Subway;Fast Food Restaurant
70461,0,Mall,Caf;Multiplex;Restaurant;American Restaurant;Chinese Restaurant
218744,0,Multiplex,Chinese Restaurant;Mall;Asian Restaurant;Event Space;Fast Food Restaurant
166559,0,Mall,Train Station;Subway;Coffee Shop;Chinese Restaurant;General Entertainment
139145,0,Fast Food Restaurant,Mall;Boutique;Bus Station;Multiplex;Subway
74228,0,Train Station,University;Mall;Subway;Bus Station;Food Court
62654,0,Mall,Train Station;Subway;Trade School;Bus Station;Caf
85731,2,Mall,Chinese Restaurant;Food Court;Multiplex;Airport;Asian Restaurant
22156,0,Trade School,College Cafeteria;Mall;Food Court;Park;Bus Station
40460,0,High School,Mall;Park;Coffee Shop;Hotel;Airport Terminal
37968,0,Caf,Hospital
10082,0,Mall,Bus Station;Subway;Airport;Airport Terminal;Asian Restaurant
168665,0,Gym,Japanese Restaurant;Caf;Chinese Restaurant;Ramen /  Noodle House;Airport
216264,0,Mall,Fast Food Restaurant;Caf;Chinese Restaurant;Italian Restaurant;Multiplex
50117,0,Mall,Flea Market;Bus Station;General Entertainment;Resort;Clothing Store
8139,2,Mall,Chinese Restaurant;Asian Restaurant;Food Court;Event Space;Grocery Store
204737,0,Church,Caf;Chinese Restaurant;Coffee Shop;Japanese Restaurant;Mall
46391,0,Mall,Flea Market;Coffee Shop;Department Store;Fast Food Restaurant;Fried Chicken Joint
104443,0,Mall,Trade School;Chinese Restaurant;Coffee Shop;Flea Market;Nightclub
241433,0,General College & University,Chinese Restaurant;Mall;Multiplex;Nightclub;Park
86901,2,Mall,Caf;Furniture / Home Store;Fast Food Restaurant;Government Building;Italian Restaurant
61930,0,Train Station,Mall;Airport;Subway;Airport Terminal;American Restaurant
97963,0,College Cafeteria,College Academic Building;Train Station;General College & University;Fast Food Restaurant;Coffee Shop
225481,0,Caf,Mall;Airport Terminal;Ramen /  Noodle House;Subway;Bus Station
245598,0,College Academic Building,Subway;Food Court;Hotel;Mall;Fried Chicken Joint
95096,0,Mall,College Academic Building;Park;Flea Market;High School;Multiplex
207522,0,Mall,Chinese Restaurant;Food Court;Event Space;Japanese Restaurant;Italian Restaurant
105568,0,High School,Bus Station;Bus Line;Mall;Fried Chicken Joint;Train Station
210,4,Bus Station,Bus Line;Mall;Subway;Train Station;Tea Room
27038,2,Hotel,Mall;Department Store;Coffee Shop;Japanese Restaurant;Airport Terminal
179676,0,Train Station,Coffee Shop;Bus Station;Chinese Restaurant;Mall
62656,0,Food Court,Mall;Trade School;Nightclub;Hotel;Subway
186395,0,Chinese Restaurant,Mall;Boutique;Caf;Hospital;Hotel
237558,0,Mall,University;Asian Restaurant;Bus Station;College Cafeteria;Nightclub
94114,0,Bus Line,Bus Station;Mall;Tea Room;Fried Chicken Joint;Flea Market
107384,0,Caf,Chinese Restaurant;Multiplex;Asian Restaurant;Coffee Shop;Japanese Restaurant
256717,0,Mall,Chinese Restaurant;Furniture / Home Store;Department Store;Airport;Food Court
118864,2,Coffee Shop,General College & University;Gym;Mall;Multiplex;American Restaurant
1470,4,Bus Station,Subway;Train Station;Bus Line;Mall;Coffee Shop
28002,0,Trade School,College Academic Building;Caf;Mall;Event Space;Fried Chicken Joint
124258,0,Subway,Bus Station;Food Court;Chinese Restaurant;Fast Food Restaurant;Mall
17702,2,Church,Subway;Caf;Mall;Food Court;Coffee Shop
156649,0,Mall,Subway;Boutique;Clothing Store;Airport Terminal;Department Store
161866,0,Mall,Fast Food Restaurant;Caf;High School;Fried Chicken Joint;Subway
18473,0,Mall,Caf;Resort;Subway;Burger Joint;Bus Line
186796,0,Mall,High School;Fast Food Restaurant;Church;Ice Cream Shop;Furniture / Home Store
119723,0,Mall,Seafood Restaurant;Multiplex;Clothing Store;Fast Food Restaurant;Hospital
228676,0,Mall,Sushi Restaurant;Coffee Shop;Bar;Ice Cream Shop;Italian Restaurant
231755,0,Mall,Flea Market;Boutique;Fast Food Restaurant;Italian Restaurant;Chinese Restaurant
219221,0,Department Store,Mall;Caf;Furniture / Home Store;Boutique;Event Space
47167,0,Mall,Tea Room;Multiplex;Resort;Coffee Shop;Subway
106718,0,Caf,Airport Terminal;Nightclub;Hospital;Furniture / Home Store;Mall
235239,0,Church,Mall;Asian Restaurant;Fast Food Restaurant;Department Store;Grocery Store
105544,0,General College & University,Subway;Fast Food Restaurant;Mall;Resort;Coffee Shop
122793,0,Asian Restaurant,Airport;Japanese Restaurant;Sushi Restaurant;Airport Terminal;Boutique
105225,0,Bus Line,Park;Bus Station;High School;Coffee Shop;College Cafeteria
235091,0,Mall,Coffee Shop;Nightclub;Department Store;Food Court;Restaurant
99113,0,Mall,Bus Line;Subway;Park;Asian Restaurant;Hotel
31581,2,Mall,Caf;Boutique;Hospital;Airport Terminal;Coffee Shop
164571,0,Bus Station,Mall;Food Court;Asian Restaurant;Gym;Multiplex
199541,0,Hospital,Food Court;Mall;Chinese Restaurant;Tea Room;Ramen /  Noodle House
194276,0,Mall,Train Station;Subway;Food Court;Furniture / Home Store;Bus Station
238494,0,Asian Restaurant,Chinese Restaurant;Caf;American Restaurant;Food Court;Japanese Restaurant
264523,0,Coffee Shop,Chinese Restaurant;Mall;Caf;Hotel;Restaurant
196854,0,Event Space,Asian Restaurant;Chinese Restaurant;Food Court;High School;Hotel
97027,0,Hotel,Mall;Asian Restaurant;Fast Food Restaurant;Multiplex;Coffee Shop
46185,2,Mall,Church;Seafood Restaurant;Asian Restaurant;Multiplex;Caf
58515,0,Mall,General Entertainment;Coffee Shop;Dessert Shop;Fast Food Restaurant;Flea Market
191669,0,Mall,Bus Station;Food Court;Fried Chicken Joint;Fast Food Restaurant;Restaurant
67190,0,Mall,Fast Food Restaurant;Japanese Restaurant;Dessert Shop;Fried Chicken Joint;Event Space
139174,0,Mall,Event Space;Coffee Shop;Nightclub;General Entertainment;Food Court
30095,0,Mall,General Entertainment;Boutique;Coffee Shop;Subway;Bus Station
149290,0,Restaurant,Airport;Bar;Caf;Nightclub;Seafood Restaurant
199184,0,Mall,Hospital;Hotel;Fast Food Restaurant;Food Court;Park
249329,0,Coffee Shop,Mall;Dessert Shop;Bar;Tea Room;Burger Joint
213330,0,Mall,Food Court;Asian Restaurant;Caf;Event Space;Japanese Restaurant
86902,0,Coffee Shop,Seafood Restaurant;Asian Restaurant;Fried Chicken Joint;General Entertainment;Ice Cream Shop
256639,0,Food Court,Nightclub;Mall;Bus Line;Ice Cream Shop;Asian Restaurant
82742,0,Mall,Furniture / Home Store;General Entertainment;Government Building;Ice Cream Shop;Park
202218,2,Mall,Chinese Restaurant;Food Court;Asian Restaurant;Department Store;Japanese Restaurant
213336,0,Subway,Mall;High School;College Academic Building;Government Building;Asian Restaurant
92897,2,Mall,Japanese Restaurant;Burger Joint;Department Store;Dessert Shop;Furniture / Home Store
35300,0,Mall,College Academic Building;General College & University;Food Court;Multiplex;Flea Market
245690,0,Mall,Church;Food Court;Italian Restaurant;Clothing Store;Restaurant
99937,0,Mall,Hotel;Food Court;Subway;Dessert Shop;Boutique
26147,0,Mall,Tea Room;Asian Restaurant;Caf;Food Court;Restaurant
86904,0,Subway,Bus Line;Church;Mall;Bus Station;Food Court
78074,2,Mall,Seafood Restaurant;Caf;Chinese Restaurant;Furniture / Home Store;Italian Restaurant
36653,0,Mall,Flea Market;Chinese Restaurant;Department Store;Ramen /  Noodle House;Boutique
4813,0,Mall,Airport
162161,2,Multiplex,Chinese Restaurant;Japanese Restaurant;Airport Terminal;Seafood Restaurant;Sushi Restaurant
35841,0,Bus Line,Bus Station;School;Mall;Coffee Shop;Grocery Store
235241,0,Mall,Train Station;Asian Restaurant;Fried Chicken Joint
196928,0,Mall,Coffee Shop;Tea Room;Grocery Store
27066,0,High School,Mall;Subway;Bus Station;Event Space;Fast Food Restaurant
189223,0,College Cafeteria,Mall;School;College Academic Building;Food Court;Park
156213,0,College Academic Building,Mall;Caf;Restaurant;Boutique;Chinese Restaurant
10968,0,Bus Line,Subway;Bus Station;Hospital;Mall;American Restaurant
53989,0,Food Court,Hotel;Italian Restaurant;Asian Restaurant;Dessert Shop
140638,0,Airport,Food Court;Burger Joint;Caf;Multiplex;Ramen /  Noodle House
38532,2,Mall,Food Court;Bus Station;Caf;University;Chinese Restaurant
213352,0,Mall,Nightclub;Burger Joint;Coffee Shop;College Academic Building;Event Space
210529,0,Food Court,Mall;College Academic Building;Seafood Restaurant;Sushi Restaurant;American Restaurant
77930,0,Airport Terminal,Mall;Boutique;Department Store;Hospital;Multiplex
106609,0,Bus Station,Airport;Train Station;Food Court;Asian Restaurant;Airport Terminal
105592,2,Bar,Caf;Italian Restaurant;Seafood Restaurant;Coffee Shop;Restaurant
2941,4,Bus Line,Bus Station;Mall;High School;Subway;Fast Food Restaurant
140817,0,Mall,Multiplex;Caf;Boutique;Restaurant;Furniture / Home Store
2234,0,Mall,Food Court;Trade School;Airport;Airport Terminal;Hotel
115048,0,Mall,High School;Train Station;Bus Station;Fast Food Restaurant;Fried Chicken Joint
34530,0,Mall,General Entertainment;Church;Park;Food Court;Fast Food Restaurant
18739,0,High School,Mall;Food Court;Event Space;Bus Station;College Cafeteria
132877,0,Coffee Shop,Mall;Resort;Asian Restaurant;Fast Food Restaurant;Multiplex
25961,4,Train Station,Mall;Subway;Bus Station;Food Court;Hotel
101196,0,Nightclub,Chinese Restaurant;Food Court;Department Store;Government Building;Japanese Restaurant
3842,2,Subway,Nightclub;Coffee Shop;Mall;Bus Station;Bar
93224,0,Mall,Nightclub;Resort;Train Station;Chinese Restaurant;Fast Food Restaurant
1772,2,Mall,Subway;Bus Station;Bus Line;Japanese Restaurant;Department Store
186852,0,Train Station,Mall;Grocery Store
35789,2,Mall,Food Court;Multiplex;Hotel;Train Station;Clothing Store
69808,0,Mall,Airport Terminal;Fast Food Restaurant;Sushi Restaurant;Fried Chicken Joint;Resort
166609,0,Mall,Church;Train Station;Food Court;Multiplex;Grocery Store
177434,0,Boutique,Mall;Hotel;Italian Restaurant;Bus Station;Department Store
107935,0,Mall,Subway;Fast Food Restaurant;General Entertainment;High School;School
70484,0,Mall,Church;Fast Food Restaurant;High School;Grocery Store;Food Court
118400,0,Mall,American Restaurant;Church;Japanese Restaurant;Chinese Restaurant;Sushi Restaurant
19671,4,Mall,Subway;Train Station;Bus Station;Event Space;Bus Line
44366,0,Mall,Food Court;Seafood Restaurant;Trade School;Fast Food Restaurant;Hospital
66605,0,Airport,Airport Terminal;Ice Cream Shop;Mall;Bus Station;Church
176875,0,College Academic Building,Mall;Train Station;College Cafeteria;Food Court;Hospital
210546,0,Mall,Food Court;College Cafeteria;Coffee Shop;Fried Chicken Joint;Bus Station
34987,0,Church,Mall;Food Court;American Restaurant;Bus Station;Fried Chicken Joint
249389,0,Bus Station,Food Court;Mall;Park;Coffee Shop;Fast Food Restaurant
105599,0,Mall,Bus Station;Coffee Shop;Asian Restaurant;Bus Line;Fried Chicken Joint
30328,2,Mall,Chinese Restaurant;Coffee Shop;Caf;Multiplex;Nightclub
140823,0,Hospital,Church;Food Court;Mall;Airport;Dessert Shop
149309,0,Mall,Coffee Shop;College Academic Building;Fast Food Restaurant;Government Building;High School
6601,0,Mall,Boutique;Airport;Chinese Restaurant;Clothing Store;Burger Joint
225576,0,Nightclub,Church;Asian Restaurant;Chinese Restaurant;Japanese Restaurant;Sushi Restaurant
156674,0,Mall,Bus Line;Subway;Bus Station;Fast Food Restaurant;Food Court
91420,0,High School,Mall;General Entertainment;Subway;Flea Market;Government Building
8876,0,Mall,Dessert Shop;Resort;Subway;Train Station;Clothing Store
48148,2,Chinese Restaurant,Asian Restaurant;Caf;Mall;Coffee Shop;Food Court
179735,0,Subway,General College & University;Mall
235078,0,Mall,Fast Food Restaurant;Hotel;Bus Line;Coffee Shop;Event Space
97082,0,Mall,Multiplex;Bus Station;Department Store;Dessert Shop;Food Court
33443,0,Mall,Furniture / Home Store;Subway;Grocery Store;Chinese Restaurant;Flea Market
37772,0,Event Space,Food Court;Flea Market;General Entertainment;Nightclub
7153,0,Subway,Mall;Airport Terminal;Tea Room;Train Station;Clothing Store
34282,0,Subway,Park;Bus Station;Coffee Shop;Mall;Gym
81913,0,Bus Station,Subway;Mall;Government Building;Bus Line;Fast Food Restaurant
73775,0,Hotel,Furniture / Home Store;Mall;Fast Food Restaurant;Ice Cream Shop;Train Station
196885,0,Mall,Restaurant;Furniture / Home Store;Airport;American Restaurant;Clothing Store
249420,0,Mall,Food Court;Fried Chicken Joint;Caf;General College & University;Burger Joint
225593,0,College Academic Building,Subway;Mall;Chinese Restaurant;Boutique;Clothing Store
8849,2,Mall,Hospital;Multiplex;Airport Terminal;Chinese Restaurant;Airport
256854,0,Mall,Multiplex;Event Space;Fast Food Restaurant;Caf;Chinese Restaurant
199577,0,Event Space,Caf;Chinese Restaurant;Food Court;Coffee Shop;Multiplex
117356,0,Mall,Hospital;Multiplex;Ramen /  Noodle House;Sushi Restaurant;American Restaurant
170877,0,Mall,Coffee Shop;Airport;Clothing Store;Event Space;Flea Market
82754,0,Bus Station,Mall;High School;Hotel;Department Store;Resort
207683,0,Gym,Japanese Restaurant;Restaurant;Caf;Chinese Restaurant;Furniture / Home Store
89624,0,College Academic Building,Coffee Shop;Food Court;Bus Station;Mall;Asian Restaurant
225189,0,Mall,Caf;Subway;American Restaurant;Boutique;Coffee Shop
23936,0,Mall,Caf;Hospital;Park
179752,0,Bus Line,Bus Station;High School;University;Fast Food Restaurant;Burger Joint
210577,0,Bus Station,Mall;High School;School;Bus Line;General College & University
12109,0,Mall,Department Store;Asian Restaurant;Food Court;Boutique;Chinese Restaurant
10748,0,Mall,Government Building;Resort;Tea Room;Coffee Shop;Food Court
103345,0,Bus Station,Mall;Subway;Gym;Bus Line;Food Court
128591,0,Mall,Trade School;Flea Market;Subway;Bus Station;Bus Line
121554,0,College Academic Building,Multiplex;Mall;Bar;Dessert Shop;American Restaurant
98104,0,Bus Station,Bus Line;Mall;Coffee Shop;Grocery Store;Furniture / Home Store
238748,0,Trade School,Mall;Bus Line;Fast Food Restaurant;Airport;Coffee Shop
71720,0,Bus Station,Mall;Church;Hotel;Ramen /  Noodle House;Subway
3260,0,Bus Station,Mall;Subway;Train Station;Food Court;Event Space
177466,0,Mall,Food Court;Chinese Restaurant;Burger Joint;Coffee Shop;Flea Market
199599,0,Bus Station,Trade School;Mall;Caf;Subway;Train Station
264637,0,Mall,Coffee Shop;College Cafeteria;Food Court;Flea Market;Multiplex
574,0,Coffee Shop,Caf;Italian Restaurant;Mall;Tea Room;American Restaurant
1035,2,Hotel,Caf;College Academic Building;Mall;Airport Terminal;Chinese Restaurant
80339,0,Mall,Subway;High School;General Entertainment;Flea Market;Asian Restaurant
182072,0,Mall,Coffee Shop;Hospital;Sushi Restaurant;Fast Food Restaurant;Airport
210599,0,Mall,Ice Cream Shop;Nightclub;American Restaurant;Japanese Restaurant;Coffee Shop
158618,0,Mall,Subway;Food Court;Fast Food Restaurant;Trade School;Train Station
18624,2,Mall,Caf;Chinese Restaurant;Burger Joint;Bus Line;Bus Station
156721,0,Mall,Subway;Coffee Shop;Furniture / Home Store;Fast Food Restaurant;Multiplex
8029,2,Mall,Food Court;Coffee Shop;Flea Market;Nightclub;Department Store
69222,4,Train Station,Bus Line;Bus Station;Trade School;Chinese Restaurant;Mall
18034,0,Mall,Flea Market;Subway;Tea Room;General Entertainment;Train Station
70501,0,Mall,Food Court;Dessert Shop;Train Station;Fried Chicken Joint;Chinese Restaurant
57570,0,Mall,Caf;Coffee Shop;Multiplex;Flea Market;Food Court
94183,0,Mall,Coffee Shop;Nightclub;Caf;Department Store;Burger Joint
72391,0,Mall,Trade School;Coffee Shop;Fast Food Restaurant;Bus Station;Department Store
145816,0,Mall,Department Store;Chinese Restaurant;Fast Food Restaurant;Hotel;Airport Terminal
86929,0,Mall,General College & University;Burger Joint;Bus Station;Caf;Fast Food Restaurant
13081,0,Mall,Bus Line;Bus Station;Food Court;High School;Subway
20526,2,Mall,Burger Joint;Fast Food Restaurant;Food Court;Fried Chicken Joint;Ramen /  Noodle House
191599,0,Mall,Nightclub;Chinese Restaurant;Flea Market
79585,0,Mall,Food Court;High School;Subway;Burger Joint;Bus Station
16273,2,Mall,Government Building;Food Court;Coffee Shop;Fried Chicken Joint;Subway
55088,0,High School,Bus Station;Bus Line;Mall;Multiplex;Resort
177478,0,Church,Mall;School;Airport;Airport Terminal;Food Court
260729,0,Mall,Asian Restaurant;Fast Food Restaurant;Furniture / Home Store;Subway;Coffee Shop
166127,0,Mall,Food Court;Multiplex;Park;General College & University;Resort
179775,0,Bus Station,Bus Line;College Academic Building;Caf;High School;University
242313,0,Church,Hotel;Mall;Fast Food Restaurant;Food Court;Tea Room
69071,0,Mall,Clothing Store;Boutique;Coffee Shop;Hotel;Airport
213450,2,Mall,Chinese Restaurant;Japanese Restaurant;Flea Market;Italian Restaurant;Nightclub
96121,0,Mall,Coffee Shop;Bar;Caf;Multiplex;Nightclub
47780,0,Subway,Bus Line;Mall;Food Court;Bus Station;Chinese Restaurant
225670,0,Mall,Tea Room;Trade School;Bus Station;Nightclub;Event Space
166668,0,Mall,College Cafeteria;General College & University;Trade School;Boutique;Dessert Shop
4989,4,Train Station,Bus Station;Bus Line;Mall;Fast Food Restaurant;Coffee Shop
59382,2,Mall,Multiplex;Chinese Restaurant;Seafood Restaurant;Airport;Caf
182016,0,Mall,Fried Chicken Joint;Asian Restaurant;Church;Fast Food Restaurant;Multiplex
103323,0,Trade School,College Academic Building;Mall;Chinese Restaurant
53214,4,Train Station,Mall;University;Bus Station;Coffee Shop;Dessert Shop
4865,2,Mall,Resort;Coffee Shop;Multiplex;Park;Bus Station
54172,0,Mall,Train Station;Bus Station;Fast Food Restaurant;Food Court;Grocery Store
56030,2,Mall,Church;Department Store;Resort;Chinese Restaurant;Hotel
13591,2,Mall,Food Court;Chinese Restaurant;Department Store;Train Station;Coffee Shop
37170,2,Church,Ice Cream Shop;Mall;Food Court;Tea Room;Coffee Shop
131467,0,Train Station,Bus Station;Mall;Bus Line;Burger Joint;Chinese Restaurant
46593,0,General College & University,College Academic Building;Mall;Food Court;College Cafeteria;Fast Food Restaurant
245845,0,Government Building,Hospital;Resort
90216,0,Mall,Trade School;Food Court;Furniture / Home Store;Park;Airport
4402,2,Mall,Gym;University;Coffee Shop;Department Store;Chinese Restaurant
147549,0,Mall,General College & University;Coffee Shop;Airport Terminal;Chinese Restaurant;Food Court
231612,2,Bar,Japanese Restaurant;Nightclub;Boutique;Chinese Restaurant;Food Court
134508,0,Mall,Chinese Restaurant;Fried Chicken Joint;Caf;Coffee Shop;Food Court
70507,0,Fried Chicken Joint,Mall;Hotel;Subway;Bus Line;Caf
70511,0,Bus Line,Bus Station;Mall;Food Court;Fast Food Restaurant;Chinese Restaurant
147520,0,Chinese Restaurant,Hospital;Nightclub;American Restaurant;Fried Chicken Joint;Furniture / Home Store
69724,0,Bus Station,Mall;Bus Line;Dessert Shop;Chinese Restaurant;Food Court
13131,0,University,Mall;Subway;Food Court;Bus Line;Bus Station
260766,0,Mall,Flea Market;Hotel;Bar;Nightclub;Dessert Shop
216483,0,Coffee Shop,Caf;Fast Food Restaurant;General Entertainment;Burger Joint;High School
151188,0,Mall,Subway;Flea Market;Coffee Shop;Fast Food Restaurant;Bus Line
154215,0,Hotel,Airport;Bar;Italian Restaurant
166689,0,Mall,Flea Market;Church;Coffee Shop;Burger Joint;Clothing Store
71134,0,Train Station,Mall;Subway;Caf;Coffee Shop;Asian Restaurant
105636,0,Multiplex,Bar;Nightclub;Mall;Seafood Restaurant;Caf
25890,0,Mall,Fast Food Restaurant;Airport Terminal;Bus Line;Caf;Flea Market
170921,0,Mall,Subway;Nightclub;Boutique;Coffee Shop;Department Store
104081,0,Mall,Hotel;Chinese Restaurant;Department Store;Airport Terminal;Boutique
139277,0,Mall,Hospital;Subway;Coffee Shop;Train Station;Bus Station
219404,0,Mall,Clothing Store;Church;Flea Market;Caf;Chinese Restaurant
20159,2,Mall,Coffee Shop;Multiplex;Fast Food Restaurant;Food Court;Fried Chicken Joint
199614,2,Mall,Chinese Restaurant;Resort;Japanese Restaurant;Hotel;Airport Terminal
117080,0,Hotel,Mall;Government Building;Resort;Multiplex
52761,2,Mall,Food Court;Clothing Store;Nightclub;Tea Room;Chinese Restaurant
173087,0,Gym,Chinese Restaurant;Coffee Shop;Fast Food Restaurant;Japanese Restaurant;Multiplex
28903,0,Hospital,Mall;Food Court;Department Store;General College & University;Hotel
189330,0,Nightclub,Bar;Caf;Food Court;Ice Cream Shop;Seafood Restaurant
118938,0,Mall,Multiplex;Food Court;Coffee Shop;Asian Restaurant;Bus Station
25808,0,Mall,University;Fast Food Restaurant;High School;Boutique;Bus Line
249567,0,Subway,Train Station;Mall;Fast Food Restaurant;Caf;Multiplex
24525,2,Mall,Subway;Food Court;Event Space;Fast Food Restaurant;Multiplex
98121,2,Mall,Caf;Chinese Restaurant;Clothing Store;Department Store;Furniture / Home Store
71133,0,Mall,Church;High School;College Cafeteria;Fast Food Restaurant;American Restaurant
125605,0,Mall,Event Space;Train Station;Asian Restaurant;Department Store;Italian Restaurant
232144,0,Mall,Gym;Multiplex;Food Court;Bus Station;Chinese Restaurant
54169,2,Mall,Caf;Burger Joint;Department Store;Food Court;Boutique
33780,0,Church,Grocery Store;Train Station;Subway;Clothing Store;Department Store
73096,0,Subway,Bus Line;Mall;High School;Asian Restaurant;Bus Station
264723,0,Mall,Bus Station;Dessert Shop;Event Space;Food Court
8025,0,Mall,Airport;Fast Food Restaurant;Airport Terminal;American Restaurant;Caf
147570,0,Mall,Chinese Restaurant;American Restaurant;Bar;Fast Food Restaurant;General Entertainment
111406,0,Mall,University;Dessert Shop;Fast Food Restaurant;American Restaurant;Asian Restaurant
245883,0,Mall,Gym;Subway;Food Court;Fried Chicken Joint;General Entertainment
170948,0,Mall,Department Store;High School;Airport Terminal;Bus Station;Multiplex
140900,0,Mall,Fast Food Restaurant;Burger Joint;Bus Station;Government Building;Grocery Store
182146,0,High School,College Cafeteria;Mall;Airport Terminal;American Restaurant;Bus Line
197056,0,Mall,American Restaurant;Caf;Food Court;Multiplex;Burger Joint
129326,0,Hotel,Caf;Bar;Church;Hospital;Mall
110334,0,Mall,College Academic Building;Coffee Shop;Hotel;Ice Cream Shop;Food Court
63023,2,Caf,Multiplex;Church;Mall;Tea Room;Ramen /  Noodle House
1623,2,Mall,Department Store;General Entertainment;Subway;Chinese Restaurant;Clothing Store
136131,0,High School,Event Space;Mall;Fast Food Restaurant;Chinese Restaurant;College Cafeteria
13764,0,High School,Mall;Italian Restaurant;Clothing Store;Airport Terminal;Caf
28298,0,Mall,High School;Bus Line;Bus Station;Fried Chicken Joint;School
12128,0,Hotel,General Entertainment;Airport;Resort;Subway;Caf
219410,0,Multiplex,Asian Restaurant;Caf;Chinese Restaurant;Mall;Airport
160601,2,Chinese Restaurant,Food Court;Multiplex;Ramen /  Noodle House;Department Store;Japanese Restaurant
3154,3,General College & University,Train Station;Subway;College Cafeteria;Bus Station;Mall
54180,0,Mall,Food Court;Chinese Restaurant;Flea Market;Coffee Shop;Asian Restaurant
118944,0,Mall,Bus Line;General College & University;Multiplex;Subway;Train Station
134535,0,Mall,Nightclub;Government Building;Chinese Restaurant;Multiplex;Bus Station
199731,0,School,Mall;Multiplex;Seafood Restaurant;Chinese Restaurant;Restaurant
61084,0,Mall,Coffee Shop;Subway;Bus Station;Japanese Restaurant;Hospital
6565,2,Subway,Mall;Clothing Store;Boutique;Department Store;Airport
184543,0,Dessert Shop,Japanese Restaurant;Restaurant;Coffee Shop;Mall;Caf
99934,0,Subway,Boutique;Clothing Store;Hospital;Mall;Coffee Shop
85219,0,Food Court,Mall;Grocery Store;Fast Food Restaurant;Hospital;Bus Station
45037,0,Subway,Mall;Food Court;Hotel;Department Store;Ice Cream Shop
158687,0,General College & University,Mall;Train Station;Bus Station;College Academic Building;College Cafeteria
132949,0,General College & University,Mall;College Cafeteria;Bus Line;Bus Station;Fast Food Restaurant
245909,0,Mall,High School;Dessert Shop;Burger Joint;School;Asian Restaurant
110310,0,Mall,Train Station;Food Court;Grocery Store;Bus Line;Church
25812,2,Nightclub,Mall;Chinese Restaurant;Multiplex;Coffee Shop;Dessert Shop
88752,0,Train Station,Subway;Mall;Food Court;Boutique;Caf
94934,2,Caf,Coffee Shop;Airport Terminal;Food Court;American Restaurant;Bar
78111,0,Bus Station,Bus Line;Mall;Subway;Fast Food Restaurant;Food Court
22975,4,Bus Line,Trade School;Bus Station;College Academic Building;Church;College Cafeteria
207789,0,Food Court,Coffee Shop;Nightclub;Dessert Shop;Mall;Resort
3361,0,Mall,Subway;Boutique;Department Store;Food Court;Hospital
41759,0,Mall,Fast Food Restaurant;Hotel;Restaurant;Asian Restaurant;College Cafeteria
1929,0,Chinese Restaurant,General Entertainment;Bus Line;Hospital;Trade School;American Restaurant
98151,0,Nightclub,Mall;Caf;University;Burger Joint;Food Court
264807,0,Mall,Airport Terminal;Bus Station;Coffee Shop;Food Court;High School
78848,0,Mall,Food Court;Multiplex;Flea Market;Nightclub;Subway
96152,0,High School,Mall;Event Space;Fast Food Restaurant;Multiplex;Bus Station
36678,0,Bus Station,Mall;Subway;Food Court;Bus Line;Grocery Store
238886,0,Chinese Restaurant,Caf;Hotel;Japanese Restaurant;Multiplex;Asian Restaurant
3855,4,Mall,Subway;Bus Station;Fried Chicken Joint;Fast Food Restaurant;Train Station
89652,0,Mall,Clothing Store;Train Station;Food Court;Resort;Subway
16892,0,Mall,Coffee Shop;Hotel;Train Station;Food Court;Chinese Restaurant
25014,0,Mall,Subway;Furniture / Home Store;Train Station;American Restaurant;Boutique
38921,4,Train Station,Bus Station;Resort;Mall;Bus Line;Fast Food Restaurant
130036,0,Mall,Subway;Bus Station;Food Court;Fast Food Restaurant;High School
166728,0,Bus Line,Furniture / Home Store;Bus Station;Grocery Store;Italian Restaurant;Mall
77397,0,Mall,Furniture / Home Store;Chinese Restaurant;Multiplex;Hotel;Asian Restaurant
154961,0,Mall,Church;Train Station;Flea Market;Food Court;Bus Station
23880,0,Mall,Bus Station;Chinese Restaurant;Food Court;Nightclub;Caf
98159,0,Mall,Bar;Food Court;Asian Restaurant;Event Space;Italian Restaurant
54189,0,Train Station,Mall;Subway;Hotel;Coffee Shop;Department Store
86092,0,Mall,Food Court;Nightclub;Chinese Restaurant;Hotel;Flea Market
245950,0,Mall,Asian Restaurant;Boutique;Food Court;Department Store;Italian Restaurant
